0.342,0.461
0.889,0.593
0.643,0.385
0.670,0.404
0.608,0.536
0.308,0.084
0.123,0.575
0.073,0.453
0.899,0.583
0.977,0.288
0.650,0.935
0.349,0.534
0.847,0.331
0.009,0.990
0.406,0.109
0.736,0.325
0.168,0.118
0.698,0.993
0.392,0.764
0.654,0.421
0.049,0.409
0.029,0.952
0.409,0.579
0.941,0.576
0.172,0.952
0.188,0.128
0.362,0.435
0.977,0.554
0.806,0.769
0.402,0.075
0.120,0.993
0.860,0.346
0.833,0.900
0.923,0.875
0.186,0.793
0.056,0.807
0.577,0.735
0.550,0.598
0.037,0.031
0.812,0.291
0.807,0.704
0.565,0.105
0.066,0.384
0.925,0.226
0.422,0.642
0.497,0.025
0.695,0.918
0.600,0.580
0.835,0.833
0.187,0.422
0.819,0.735
0.844,0.129
0.439,0.709
0.730,0.072
0.712,0.626
0.349,0.304
0.029,0.392
0.307,0.432
0.709,0.145
0.480,0.793
0.249,0.864
0.933,0.113
0.116,0.645
0.517,0.904
0.802,0.502
0.069,0.099
0.448,0.305
0.943,0.666
0.271,0.357
0.081,0.250
0.319,0.642
0.173,0.677
0.118,0.894
0.626,0.577
0.187,0.741
0.236,0.798
0.779,0.939
0.783,0.365
0.511,0.627
0.268,0.800
0.329,0.130
0.060,0.660
0.265,0.852
0.772,0.115
0.555,0.967
0.829,0.872
0.263,0.725
0.340,0.828
0.103,0.685
0.645,0.261
0.632,0.911
0.615,0.184
0.306,0.352
0.311,0.684
0.950,0.504
0.790,0.944
0.374,0.046
0.753,0.735
0.303,0.269
0.703,0.156
0.843,0.861
0.566,0.219
0.949,0.235
0.309,0.442
0.521,0.456
0.000,0.862
0.024,0.882
0.823,0.937
0.314,0.180
0.054,0.688
0.157,0.168
0.230,0.279
0.214,0.607
0.511,0.651
0.642,0.855
0.037,0.558
0.386,0.789
0.229,0.609
0.270,0.235
0.328,0.064
0.746,0.881
0.017,0.652
0.563,0.905
0.685,0.419
0.578,0.127
0.162,0.224
0.483,0.267
0.101,0.519
0.698,0.096
0.729,0.024
0.699,0.953
0.457,0.066
0.283,0.148
0.501,0.181
0.996,0.420
0.387,0.064
0.599,0.124
0.262,0.299
0.098,0.830
0.111,0.483
0.289,0.237
0.223,0.670
0.794,0.409
0.319,0.731
0.269,0.870
0.294,0.051
0.470,0.300
0.466,0.292
0.987,0.975
0.618,0.907
0.313,0.788
0.765,0.355
0.721,0.094
0.233,0.210
0.626,0.202
0.284,0.272
0.943,0.948
0.832,0.452
0.490,0.375
0.461,0.142
0.271,0.185
0.881,0.690
0.133,0.430
0.326,0.015
0.739,0.440
0.362,0.182
0.488,0.272
0.508,0.250
0.293,0.425
0.611,0.843
0.279,0.327
0.645,0.995
0.231,0.221
0.820,0.798
0.329,0.015
0.430,0.543
0.760,0.661
0.672,0.803
0.775,0.473
0.105,0.814
0.602,0.033
0.788,0.393
0.314,0.515
0.672,0.925
0.026,0.305
0.040,0.843
0.704,0.271
0.769,0.633
0.660,0.750
0.161,0.600
0.518,0.340
0.731,0.434
0.470,0.209
0.739,0.011
0.497,0.538
0.268,0.169
0.348,0.106
0.721,0.581
0.042,0.954
0.772,0.974
0.643,0.942
0.803,0.309
0.754,0.122
0.506,0.909
0.525,0.947
0.382,0.524
0.569,0.960
0.708,0.595
0.066,0.223
0.123,0.511
0.991,0.838
0.489,0.514
0.041,0.835
0.382,0.028
0.924,0.440
0.675,0.540
0.790,0.962
0.621,0.117
0.588,0.032
0.345,0.074
0.286,0.899
0.212,0.783
0.396,0.369
0.844,0.413
0.982,0.199
0.879,0.271
0.555,0.120
0.047,0.373
0.179,0.488
0.243,0.039
0.718,0.334
0.172,0.948
0.489,0.563
0.962,0.118
0.182,0.710
0.561,0.415
0.112,0.584
0.441,0.671
0.300,0.403
0.308,0.201
0.508,0.829
0.034,0.485
0.752,0.634
0.993,0.057
0.162,0.320
0.006,0.519
0.641,0.419
0.417,0.877
0.612,0.264
0.320,0.201
0.265,0.670
0.638,0.262
0.540,0.861
0.268,0.025
0.276,0.941
0.021,0.122
0.174,0.706
0.979,0.588
0.088,0.458
0.783,0.179
0.296,0.668
0.318,0.729
0.795,0.831
0.551,0.379
0.618,0.186
0.205,0.819
0.817,0.407
0.467,0.430
0.452,0.228
0.218,0.833
0.667,0.976
0.160,0.923
0.766,0.528
0.653,0.838
0.528,0.647
0.977,0.720
0.078,0.717
0.974,0.391
0.043,0.727
0.309,0.918
0.183,0.377
0.024,0.439
0.190,0.597
0.746,0.280
0.134,0.120
0.255,0.828
0.433,0.193
0.284,0.350
0.204,0.540
0.569,0.780
0.696,0.246
0.158,0.904
0.826,0.007
0.023,0.489
0.838,0.925
0.194,0.809
0.416,0.652
0.316,0.126
0.708,0.308
0.030,0.967
0.429,0.099
0.812,0.849
0.301,0.683
0.120,0.387
0.222,0.246
0.965,0.035
0.551,0.636
0.334,0.243
0.796,0.171
0.651,1.000
0.838,0.424
0.682,0.588
0.652,0.311
0.505,0.076
0.232,0.400
0.157,0.159
0.178,0.552
0.452,0.622
0.981,0.607
0.225,0.265
0.197,0.777
0.497,0.114
0.874,0.396
0.610,0.975
0.584,0.508
0.908,0.895
0.456,0.683
0.678,0.296
0.163,0.569
0.036,0.823
0.761,0.709
0.928,0.958
0.467,0.675
0.975,0.853
0.654,0.439
0.743,0.058
0.023,0.754
0.130,0.812
0.394,0.952
0.064,0.503
0.270,0.101
0.541,0.006
0.210,0.452
0.346,0.863
0.286,0.322
0.911,0.171
0.625,0.396
0.065,0.797
0.998,0.422
0.598,0.837
0.786,0.505
0.284,0.252
0.869,0.077
0.590,0.489
0.492,0.805
0.152,0.989
0.315,0.826
0.167,0.759
0.676,0.795
0.999,0.683
0.516,0.699
0.758,0.460
0.229,0.218
0.022,0.758
0.350,0.759
0.130,0.672
0.043,0.594
0.026,0.697
0.792,0.412
0.356,0.232
0.854,0.467
0.756,0.620
0.146,0.170
0.262,0.858
0.324,0.889
0.630,0.708
0.280,0.048
0.454,0.641
0.335,0.953
0.639,0.994
0.801,0.510
0.164,0.650
0.151,0.406
0.494,0.495
0.248,0.023
0.553,0.452
0.064,0.518
0.115,0.992
0.740,0.364
0.840,0.102
0.878,0.659
0.082,0.437
0.597,0.624
0.737,0.659
0.644,0.820
0.021,0.960
0.430,0.284
0.490,0.940
0.919,0.818
0.223,0.286
0.829,0.652
0.246,0.869
0.904,0.635
0.985,0.552
0.858,0.303
0.952,0.362
0.100,0.155
0.633,0.757
0.055,0.470
0.784,0.527
0.419,0.177
0.114,0.333
0.285,0.368
0.076,0.226
0.515,0.992
0.416,0.413
0.284,0.558
0.860,0.669
0.999,0.945
0.843,0.042
0.755,0.616
0.746,0.977
0.220,0.361
0.553,0.336
0.865,0.543
0.005,0.911
0.522,0.686
0.509,0.614
0.981,0.442
0.698,0.859
0.105,0.581
0.459,0.992
0.937,0.186
0.098,0.454
0.019,0.497
0.738,0.883
0.963,0.917
0.914,0.335
0.387,0.814
0.467,0.151
0.454,0.370
0.085,0.350
0.959,0.926
0.969,0.572
0.106,0.227
0.186,0.189
0.888,0.204
0.379,0.093
0.037,0.948
0.762,0.435
0.169,0.980
0.434,0.545
0.075,0.280
0.262,0.139
0.894,0.194
0.031,0.986
0.940,0.723
0.841,0.156
0.080,0.864
0.358,0.323
0.689,0.757
0.614,0.095
0.365,0.013
0.097,0.728
0.273,0.160
0.980,0.820
0.682,0.326
0.168,0.816
0.927,0.864
0.253,0.089
0.504,0.773
0.982,0.916
0.032,0.022
0.632,0.128
0.607,0.009
0.742,0.387
0.758,0.693
0.478,0.509
0.090,0.648
0.641,0.816
0.049,0.188
0.663,0.552
0.415,0.027
0.834,0.290
0.365,0.456
0.545,0.241
0.499,0.925
0.202,0.551
0.973,0.480
0.905,0.038
0.524,0.003
0.271,0.917
0.415,0.463
0.403,0.739
0.398,0.511
0.063,0.713
0.534,0.974
0.871,0.345
0.372,0.660
0.458,0.555
0.971,0.091
0.595,0.678
0.219,0.586
0.775,0.286
0.977,0.130
0.474,0.729
0.440,0.514
0.475,0.054
0.321,0.083
0.760,0.478
0.407,0.761
0.657,0.413
0.134,0.483
0.192,0.419
0.881,0.276
0.434,0.031
0.894,0.080
0.634,0.971
0.913,0.031
0.270,0.108
0.406,0.453
0.167,0.775
0.349,0.399
0.297,0.287
0.420,0.410
0.515,0.709
0.112,0.093
0.155,0.096
0.163,0.031
0.827,0.801
0.024,0.325
0.626,0.153
0.172,0.067
0.157,0.647
0.630,0.267
0.258,0.416
0.479,0.918
0.677,0.320
0.766,0.443
0.589,0.656
0.325,0.501
0.101,0.847
0.952,0.902
0.045,0.853
0.842,0.131
0.721,0.054
0.812,0.802
0.968,0.434
0.497,0.431
0.510,0.815
0.868,0.015
0.668,0.624
0.612,0.750
0.733,0.107
0.710,0.829
0.012,0.320
0.200,0.019
0.869,0.538
0.737,0.218
0.125,0.156
0.846,0.258
0.618,0.354
0.440,0.855
0.734,0.336
0.897,0.316
0.750,0.790
0.361,0.524
0.459,0.625
0.730,0.912
0.584,0.902
0.993,0.546
0.252,0.643
0.729,0.648
0.056,0.189
0.239,0.245
0.939,0.668
0.232,0.166
0.048,0.283
0.337,0.281
0.720,0.567
0.103,0.649
0.311,0.741
0.489,0.141
0.183,0.551
0.284,0.382
0.786,0.556
0.877,0.688
0.154,0.100
0.643,0.536
0.734,0.555
0.988,0.982
0.272,0.792
0.766,0.840
0.420,0.928
0.377,0.713
0.602,0.364
0.228,0.685
0.902,0.398
0.096,0.281
0.401,0.407
0.638,0.115
0.113,0.174
0.166,0.176
0.005,0.274
0.566,0.992
0.411,0.846
0.209,0.940
0.017,0.027
0.362,0.875
0.567,0.035
0.840,0.162
0.376,0.085
0.931,0.006
0.878,0.168
0.202,0.221
0.142,0.143
0.872,0.417
0.363,0.245
0.905,0.585
0.345,0.198
0.913,0.205
0.065,0.631
0.277,0.178
0.605,0.456
0.157,0.574
0.667,0.694
0.252,0.519
0.338,0.927
0.481,0.571
0.531,0.998
0.896,0.987
0.240,0.482
0.453,0.701
0.723,0.418
0.527,0.466
0.766,0.494
0.678,0.823
0.678,0.364
0.478,0.466
0.959,0.436
0.914,0.910
0.747,0.202
0.425,0.645
0.257,0.160
0.482,0.600
0.647,0.612
0.291,0.348
0.383,0.205
0.207,0.459
0.128,0.110
0.505,0.048
0.402,0.749
0.974,0.500
0.257,0.628
0.145,0.930
0.755,0.151
0.098,0.926
0.956,0.251
0.172,0.690
0.994,0.258
0.361,0.360
0.465,0.262
0.559,0.832
0.400,0.280
0.934,0.550
0.233,0.347
0.501,0.089
0.034,0.711
0.742,0.470
0.864,0.588
0.757,0.936
0.790,0.311
0.119,0.040
0.391,0.007
0.738,0.452
0.732,0.498
0.015,0.872
0.921,0.601
0.699,0.061
0.696,0.084
0.321,0.299
0.841,0.463
0.063,0.242
0.444,0.947
0.241,0.775
0.175,0.642
0.226,0.772
0.543,0.893
0.107,0.189
0.766,0.336
0.069,0.703
0.136,0.119
0.503,0.412
0.174,0.671
0.415,0.685
0.383,0.826
0.574,0.812
0.626,0.362
0.388,0.807
0.029,0.173
0.630,0.743
0.852,0.771
0.981,0.920
0.421,0.789
0.296,0.929
0.997,0.735
0.335,0.963
0.041,0.410
0.510,0.515
0.225,0.402
0.711,0.778
0.718,0.017
0.676,0.241
0.646,0.380
0.574,0.225
0.677,0.903
0.335,0.064
0.939,0.549
0.832,0.946
0.875,0.520
0.977,0.438
0.250,0.868
0.882,0.059
0.737,0.335
0.860,0.243
0.580,0.130
0.883,0.136
0.648,0.226
0.757,0.184
0.758,0.506
0.709,0.521
0.557,0.604
0.228,0.576
0.264,0.299
0.499,0.228
0.619,0.300
0.186,0.899
0.436,0.943
0.415,0.011
0.199,0.835
0.360,0.846
0.388,0.297
0.801,0.072
0.876,0.420
0.329,0.220
0.594,0.948
0.352,0.231
0.248,0.091
0.237,0.644
0.713,0.417
0.944,0.167
0.716,0.405
0.239,0.195
0.168,0.978
0.389,0.608
0.432,0.811
0.759,0.047
0.641,0.969
0.850,0.296
0.611,0.450
0.585,0.562
0.733,0.321
0.432,0.579
0.008,0.272
0.486,0.181
0.719,0.105
0.723,0.822
0.686,0.917
0.712,0.221
0.822,0.243
0.832,0.589
0.513,0.579
0.394,0.270
0.460,0.138
0.620,0.547
0.673,0.638
0.924,0.517
0.012,0.880
0.121,0.729
0.197,0.123
0.955,0.036
0.030,0.448
0.586,0.177
0.725,0.939
0.498,0.122
0.843,0.943
0.833,0.565
0.840,0.377
0.500,0.081
0.324,0.916
0.853,0.594
0.905,0.427
0.938,0.946
0.570,0.050
0.885,0.911
0.943,0.472
0.291,0.088
0.879,0.723
0.802,0.769
0.817,0.111
0.338,0.814
0.734,0.767
0.760,0.067
0.826,0.086
0.822,0.317
0.212,0.196
0.077,0.498
0.785,0.650
0.992,0.771
0.728,0.411
0.121,0.380
0.860,0.336
0.123,0.531
0.607,0.118
0.766,0.508
0.587,0.038
0.216,0.440
0.104,0.730
0.217,0.361
0.033,0.253
0.849,0.534
0.732,0.208
0.196,0.584
0.192,0.198
0.099,0.760
0.088,0.889
0.871,0.161
0.967,0.341
0.889,0.072
0.144,0.441
0.048,0.270
0.599,0.132
0.124,0.401
0.103,0.653
0.790,0.474
0.065,0.612
0.240,0.380
0.193,0.640
0.819,0.859
0.772,0.547
0.556,0.203
0.015,0.559
0.698,0.396
0.643,0.325
0.353,0.379
0.846,0.204
0.968,0.260
0.491,0.257
0.477,0.399
0.375,0.300
0.022,0.808
0.451,0.260
0.188,0.158
0.949,0.597
0.262,0.261
0.993,0.645
0.163,0.797
0.437,0.669
0.588,0.143
0.123,0.755
0.240,0.713
0.023,0.976
0.500,0.429
0.795,0.410
0.687,0.024
0.918,0.548
0.729,0.942
0.420,0.104
0.034,0.473
0.575,0.352
0.488,0.127
0.162,0.904
0.177,0.537
0.328,0.949
0.098,0.230
0.299,0.361
0.096,0.155
0.866,0.481
0.160,0.917
0.724,0.254
0.877,0.738
0.995,0.079
0.619,0.260
0.153,0.290
0.727,0.629
0.314,0.105
0.124,0.610
0.475,0.371
0.097,0.493
0.265,0.874
0.694,0.417
0.920,0.559
0.829,0.593
0.943,0.089
0.778,0.041
0.107,0.808
0.726,0.595
0.916,0.395
0.005,0.072
0.724,0.259
0.585,0.440
0.232,0.743
0.030,0.687
0.749,0.084
0.280,0.924
0.464,0.583
0.774,0.855
0.103,0.533
0.206,0.694
0.944,0.047
0.646,0.642
0.415,0.627
0.390,0.987
0.480,0.825
0.930,0.741
0.675,0.704
0.129,0.272
0.457,0.424
0.163,0.323
0.715,0.054
0.633,0.366
0.935,0.290
0.969,0.853
0.211,0.897
0.311,0.442
0.434,0.163
0.511,0.052
0.969,0.422
0.834,0.308
0.287,0.604
0.772,0.328
0.736,0.106
0.074,0.090
0.282,0.521
0.300,0.301
0.503,0.042
0.832,0.569
0.118,0.978
0.288,0.233
0.867,0.749
0.493,0.878
0.463,0.026
0.722,0.264
0.323,0.930
0.622,0.764
0.534,0.590
0.767,0.946
0.710,0.028
0.357,0.774
0.033,0.880
0.673,0.237
0.436,0.029
0.071,0.550
0.227,0.179
0.946,0.653
0.043,0.296
0.183,0.958
0.306,0.609
0.520,0.907
0.005,0.326
0.174,0.782
0.389,0.837
0.528,0.950
0.443,0.350
0.736,0.183
0.641,0.060
0.726,0.774
0.132,0.883
0.091,0.745
0.915,0.645
0.567,0.720
0.222,0.302
0.834,0.090
0.587,0.885
0.082,0.170
0.103,0.107
0.802,0.626
0.224,0.431
0.577,0.699
0.359,0.360
0.392,0.163
0.042,0.620
0.460,0.283
0.448,0.095
0.386,0.618
0.931,0.498
0.246,0.445
0.215,0.908
0.931,0.052
0.747,0.439
0.826,0.590
0.313,0.026
0.880,0.595
0.298,0.115
0.555,0.701
0.621,0.017
0.890,0.435
0.072,0.711
0.472,0.385
0.552,0.327
0.238,0.908
0.805,0.333
0.290,0.756
0.772,0.006
0.851,0.447
0.097,0.621
0.321,0.929
0.804,0.168
0.774,0.253
0.288,0.984
0.115,0.745
0.745,0.209
0.882,0.089
0.717,0.000
0.711,0.619
0.379,0.650
0.666,0.612
0.202,0.308
0.874,0.836
0.337,0.988
0.947,0.712
0.206,0.231
0.477,0.075
0.898,0.408
0.357,0.453
0.923,0.911
0.256,0.549
0.433,0.046
0.525,0.768
0.773,0.734
0.203,0.073
0.169,0.010
0.756,0.205
0.435,0.093
0.538,0.408
0.273,0.950
0.310,0.670
0.964,0.698
0.687,0.783
0.650,0.409
0.234,0.957
0.646,0.007
0.376,0.041
0.857,0.221
0.539,0.201
0.638,0.652
0.765,0.526
0.833,0.762
0.517,0.852
0.123,0.140
0.990,0.131
0.631,0.639
0.387,0.436
0.517,0.477
0.630,0.064
0.230,0.567
0.563,0.242
0.093,0.210
0.530,0.382
0.296,0.048
0.053,0.813
0.550,0.933
0.246,0.139
0.030,0.593
0.594,0.215
0.409,0.120
0.147,0.631
0.316,0.302
0.600,0.247
0.016,0.306
0.874,0.876
0.919,0.193
0.670,0.492
0.263,0.644
0.610,0.145
0.761,0.911
0.309,0.099
0.363,0.849
0.462,0.764
0.585,0.976
0.557,0.783
0.385,0.449
0.270,0.254
0.553,0.671
0.036,0.039
0.028,0.533
0.583,0.549
0.484,0.561
0.301,0.914
0.851,0.501
0.612,0.610
0.241,0.159
0.890,0.391
0.909,0.693
0.732,0.183
0.888,0.794
0.058,0.900
0.545,0.697
0.826,0.230
0.343,0.807
0.371,0.654
0.819,0.775
0.605,0.924
0.298,0.429
0.773,0.762
0.660,0.126
0.578,0.966
0.264,0.069
0.015,0.603
0.052,0.925
0.884,0.901
0.648,0.031
0.562,0.078
0.082,0.056
0.121,0.529
0.567,0.777
0.783,0.298
0.445,0.509
0.005,0.877
0.498,0.579
0.232,0.776
0.361,0.684
0.516,0.844
0.532,0.844
0.330,0.350
0.708,0.692
0.111,0.309
0.129,0.233
0.372,0.980
0.371,0.447
0.076,0.371
0.303,0.366
0.119,0.657
0.078,0.696
0.236,0.697
0.449,0.960
0.390,0.818
0.939,0.037
0.600,0.260
0.234,0.511
0.941,0.062
0.959,0.807
0.900,0.050
0.301,0.122
0.402,0.174
0.069,0.647
0.534,0.882
0.156,0.348
0.583,0.081
0.892,0.966
0.538,0.828
0.492,0.096
0.402,0.526
0.732,0.135
0.440,0.696
0.633,0.084
0.336,0.048
0.150,0.209
0.415,0.501
0.823,0.778
0.500,0.309
0.133,0.883
0.456,0.618
0.695,0.745
0.823,0.491
0.433,0.753
0.361,0.055
0.816,0.653
0.459,0.980
0.676,0.134
0.351,0.535
0.792,0.852
0.591,0.077
0.375,0.338
0.880,0.154
0.264,0.047
0.466,0.161
0.977,0.431
0.906,0.203
0.572,0.741
0.795,0.666
0.999,0.716
0.612,0.875
0.718,0.130
0.769,0.151
0.149,0.290
0.747,0.584
0.346,0.801
0.094,0.297
0.848,0.362
0.326,0.535
0.909,0.962
0.079,0.948
0.961,0.349
0.018,0.353
0.770,0.123
0.245,0.120
0.034,0.838
0.597,0.877
0.123,0.680
0.575,0.838
0.480,0.287
0.508,0.477
0.686,0.944
0.367,0.571
0.355,0.558
0.913,0.330
0.932,0.769
0.727,0.806
0.544,0.206
0.990,0.283
0.283,0.528
0.411,0.087
0.459,0.340
0.915,0.894
0.606,0.713
0.588,0.231
0.756,0.272
0.366,0.843
0.365,0.048
0.024,0.731
0.045,0.996
0.993,0.420
0.248,0.808
0.730,0.940
0.217,0.948
0.599,0.553
0.624,0.271
0.371,0.884
0.658,0.864
0.287,0.073
0.135,0.258
0.494,0.192
0.679,0.778
0.713,0.728
0.570,0.744
0.885,0.639
0.943,0.560
0.667,0.476
0.551,0.755
0.998,0.048
0.547,0.409
0.929,0.155
0.824,0.130
0.773,0.893
0.747,0.949
0.600,0.281
0.867,0.750
0.838,0.529
0.842,0.115
0.920,0.226
